CUI|LAT|TS|LUI|STT|SUI|ISPREF|AUI|SAUI|SCUI|SDUI|SAB|TTY|CODE|STR|SRL|SUPPRESS|CVF|ICD10CM_SPA|ICD10PCS_SPA|SNOMEDCT2ICD10|SNOMEDCT2ICD10_ENG|SNOMEDCT2ICD10_SPA|WIKIDATA|MESH_WIKI|SNOMED_CT_WIKI|ICD10_WIKI|ICD10CM_WIKI|ICD10PCS_WIKI|NCBI_WIKI|WN31|WN30|WN_SENSE|TUI|SEMTYPE|SEMGROUP|DEF
C0000074|FRE|S|L10291944|PF|S12841663|Y|A27524360||M0016680|D010742|MSHFRE|ET|D010742|1-Alkyl-2-acyl-phosphatidates|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000074|FRE|S|L10291947|PF|S12841693|Y|A27667606||M0016680|D010742|MSHFRE|ET|D010742|2-Acyl-1-alkylphosphatidates|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000074|FRE|S|L6950779|PF|S8080398|Y|A27596221||M0016680|D010742|MSHFRE|ET|D010742|1-Alkyl-2-acylphosphatidates|3|N|||||||||||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000084|CZE|P|L16268695|PF|S19623698|Y|A31570226||M0023166|D015055|MSHCZE|MH|D015055|gama-karboxyglutamová kyselina|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|CZE|P|L16268695|PF|S19623698|Y|A31570226||M0023166|D015055|MSHCZE|MH|D015055|gama-karboxyglutamová kyselina|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|CZE|S|L6752315|PF|S7878993|Y|A31584872||M0023166|D015055|MSHCZE|ET|D015055|kyselina 1-karboxyglutamová|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|CZE|S|L6752315|PF|S7878993|Y|A31584872||M0023166|D015055|MSHCZE|ET|D015055|kyselina 1-karboxyglutamová|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|ENG|P|L0000084|PF|S0007627|N|A0016576||M0023166|D015055|MSH|MH|D015055|1-Carboxyglutamic Acid|0|N|256||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|ENG|P|L0000084|PF|S0007627|N|A0016576||M0023166|D015055|MSH|MH|D015055|1-Carboxyglutamic Acid|0|N|256||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|ENG|P|L0000084|PF|S0007627|Y|A35405938||||MTH|PN|NOCODE|1-Carboxyglutamic Acid|0|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|ENG|P|L0000084|PF|S0007627|Y|A35405938||||MTH|PN|NOCODE|1-Carboxyglutamic Acid|0|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|ENG|P|L0000084|VO|S0007521|Y|A0016478||M0023166|D015055|MSH|PM|D015055|1 Carboxyglutamic Acid|0|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|ENG|P|L0000084|VO|S0007521|Y|A0016478||M0023166|D015055|MSH|PM|D015055|1 Carboxyglutamic Acid|0|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|ENG|S|L0017026|PF|S0043577|Y|A26626090||M0023166|D015055|MSH|ET|D015055|gamma-Carboxyglutamic Acid|0|N|256||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|ENG|S|L0017026|PF|S0043577|Y|A26626090||M0023166|D015055|MSH|ET|D015055|gamma-Carboxyglutamic Acid|0|N|256||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|ENG|S|L0017026|VO|S0043518|Y|A0061802||M0023166|D015055|MSH|PM|D015055|gamma Carboxyglutamic Acid|0|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|ENG|S|L0017026|VO|S0043518|Y|A0061802||M0023166|D015055|MSH|PM|D015055|gamma Carboxyglutamic Acid|0|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|ENG|S|L0355425|PF|S0465038|Y|A26663791||M0023166|D015055|MSH|ET|D015055|3-Amino-1,1,3-propanetricarboxylic Acid|0|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|ENG|S|L0355425|PF|S0465038|Y|A26663791||M0023166|D015055|MSH|ET|D015055|3-Amino-1,1,3-propanetricarboxylic Acid|0|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|ENG|S|L0355425|VCW|S0462994|Y|A0526400||M0023166|D015055|MSH|N1|D015055|1,1,3-Propanetricarboxylic acid, 3-amino-|0|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|ENG|S|L0355425|VCW|S0462994|Y|A0526400||M0023166|D015055|MSH|N1|D015055|1,1,3-Propanetricarboxylic acid, 3-amino-|0|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|FIN|P|L1507008|PF|S1802917|Y|A13431788||M0023166|D015055|MSHFIN|MH|D015055|1-karboksiglutamihappo|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|FIN|P|L1507008|PF|S1802917|Y|A13431788||M0023166|D015055|MSHFIN|MH|D015055|1-karboksiglutamihappo|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|FRE|P|L9606773|PF|S12065772|Y|A18949929||M0023166|D015055|MSHFRE|MH|D015055|Acide 1-carboxy-glutamique|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|FRE|P|L9606773|PF|S12065772|Y|A18949929||M0023166|D015055|MSHFRE|MH|D015055|Acide 1-carboxy-glutamique|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|FRE|S|L8115518|PF|S10168585|Y|A27569388||M0023166|D015055|MSHFRE|ET|D015055|Acide gamma-carboxyglutamique|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|FRE|S|L8115518|PF|S10168585|Y|A27569388||M0023166|D015055|MSHFRE|ET|D015055|Acide gamma-carboxyglutamique|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|FRE|S|L9603429|PF|S12065773|Y|A27542484||M0023166|D015055|MSHFRE|ET|D015055|Acide 1-carboxyglutamique|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|FRE|S|L9603429|PF|S12065773|Y|A27542484||M0023166|D015055|MSHFRE|ET|D015055|Acide 1-carboxyglutamique|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|FRE|S|L9603437|PF|S12065838|Y|A27739161||M0023166|D015055|MSHFRE|ET|D015055|Acide gamma-carboxy-glutamique|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|FRE|S|L9603437|PF|S12065838|Y|A27739161||M0023166|D015055|MSHFRE|ET|D015055|Acide gamma-carboxy-glutamique|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|FRE|S|L9605704|PF|S12065800|Y|A27560436||M0023166|D015055|MSHFRE|ET|D015055|Acide 3-aminopropane-1,1,3-tricarboxylique|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|FRE|S|L9605704|PF|S12065800|Y|A27560436||M0023166|D015055|MSHFRE|ET|D015055|Acide 3-aminopropane-1,1,3-tricarboxylique|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|FRE|S|L9608977|PF|S12065799|Y|A27676764||M0023166|D015055|MSHFRE|ET|D015055|Acide 3-amino-propane-1,1,3-tricarboxylique|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|FRE|S|L9608977|PF|S12065799|Y|A27676764||M0023166|D015055|MSHFRE|ET|D015055|Acide 3-amino-propane-1,1,3-tricarboxylique|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|GER|P|L3279190|PF|S3806689|Y|A7523040||M0023166|D015055|MSHGER|MH|D015055|1-Carboxyglutaminsäure|0|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|GER|P|L3279190|PF|S3806689|Y|A7523040||M0023166|D015055|MSHGER|MH|D015055|1-Carboxyglutaminsäure|0|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|GER|S|L3282052|PF|S3809589|Y|A27526529||M0023166|D015055|MSHGER|ET|D015055|Gamma-Carboxyglutaminsäure|0|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|GER|S|L3282052|PF|S3809589|Y|A27526529||M0023166|D015055|MSHGER|ET|D015055|Gamma-Carboxyglutaminsäure|0|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|ITA|P|L2136746|PF|S2474968|Y|A7548262||M0023166|D015055|MSHITA|MH|D015055|Acido 1-carbossiglutamico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|ITA|P|L2136746|PF|S2474968|Y|A7548262||M0023166|D015055|MSHITA|MH|D015055|Acido 1-carbossiglutamico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|JPN|P|L3437350|PF|S3964844|Y|A15722925||M0023166|D015055|MSHJPN|PT|D015055|1-カルボキシグルタミン酸|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|JPN|P|L3437350|PF|S3964844|Y|A15722925||M0023166|D015055|MSHJPN|PT|D015055|1-カルボキシグルタミン酸|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|JPN|S|L3446690|PF|S3974184|Y|A15679100||M0023166|D015055|MSHJPN|SY|D015055|ガンマカルボキシグルタミン酸|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|JPN|S|L3446690|PF|S3974184|Y|A15679100||M0023166|D015055|MSHJPN|SY|D015055|ガンマカルボキシグルタミン酸|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|JPN|S|L3446691|PF|S3974185|Y|A15687802||M0023166|D015055|MSHJPN|SY|D015055|ガンマカルボキシグルタメート|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|JPN|S|L3446691|PF|S3974185|Y|A15687802||M0023166|D015055|MSHJPN|SY|D015055|ガンマカルボキシグルタメート|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|JPN|S|L7994355|PF|S10038275|Y|A15679099||M0023166|D015055|MSHJPN|SY|D015055|γ-カルボキシグルタミン酸塩|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|JPN|S|L7994355|PF|S10038275|Y|A15679099||M0023166|D015055|MSHJPN|SY|D015055|γ-カルボキシグルタミン酸塩|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|JPN|S|L7999081|PF|S10041883|Y|A15696554||M0023166|D015055|MSHJPN|SY|D015055|ガンマ-カルボキシグルタミン酸|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|JPN|S|L7999081|PF|S10041883|Y|A15696554||M0023166|D015055|MSHJPN|SY|D015055|ガンマ-カルボキシグルタミン酸|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|JPN|S|L8002873|PF|S10038274|Y|A15687801||M0023166|D015055|MSHJPN|SY|D015055|γ-カルボキシグルタミン酸|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|JPN|S|L8002873|PF|S10038274|Y|A15687801||M0023166|D015055|MSHJPN|SY|D015055|γ-カルボキシグルタミン酸|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|JPN|S|L8003341|PF|S10041884|Y|A15670423||M0023166|D015055|MSHJPN|SY|D015055|ガンマ-カルボキシグルタミン酸塩|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|JPN|S|L8003341|PF|S10041884|Y|A15670423||M0023166|D015055|MSHJPN|SY|D015055|ガンマ-カルボキシグルタミン酸塩|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POL|P|L9678120|PF|S12151150|Y|A18993504||M0023166|D015055|MSHPOL|MH|D015055|Kwas 1-karboksyglutaminowy|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POL|P|L9678120|PF|S12151150|Y|A18993504||M0023166|D015055|MSHPOL|MH|D015055|Kwas 1-karboksyglutaminowy|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|P|L3334008|PF|S3818693|Y|A9096541||M0023166|D015055|MSHPOR|MH|D015055|Ácido 1-Carboxiglutâmico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|P|L3334008|PF|S3818693|Y|A9096541||M0023166|D015055|MSHPOR|MH|D015055|Ácido 1-Carboxiglutâmico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L11834101|PF|S14707130|Y|A27726147||M0023166|D015055|MSHPOR|ET|D015055|Gamacarboxiglutamato|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L11834101|PF|S14707130|Y|A27726147||M0023166|D015055|MSHPOR|ET|D015055|Gamacarboxiglutamato|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L11835284|PF|S14709122|Y|A27547321||M0023166|D015055|MSHPOR|ET|D015055|gama Carboxiglutamato|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L11835284|PF|S14709122|Y|A27547321||M0023166|D015055|MSHPOR|ET|D015055|gama Carboxiglutamato|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L11835291|PF|S14709146|Y|A27663763||M0023166|D015055|MSHPOR|ET|D015055|Ácido Carboxiglutâmico-gama|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L11835291|PF|S14709146|Y|A27663763||M0023166|D015055|MSHPOR|ET|D015055|Ácido Carboxiglutâmico-gama|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L11835293|PF|S14709155|Y|A27556271||M0023166|D015055|MSHPOR|ET|D015055|Ácido gama Carboxiglutâmico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L11835293|PF|S14709155|Y|A27556271||M0023166|D015055|MSHPOR|ET|D015055|Ácido gama Carboxiglutâmico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L11836304|PF|S14706106|Y|A27538453||M0023166|D015055|MSHPOR|ET|D015055|Carboxiglutamato gama|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L11836304|PF|S14706106|Y|A27538453||M0023166|D015055|MSHPOR|ET|D015055|Carboxiglutamato gama|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L11836677|PF|S14709145|Y|A27681740||M0023166|D015055|MSHPOR|ET|D015055|Ácido Carboxiglutâmico gama|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L11836677|PF|S14709145|Y|A27681740||M0023166|D015055|MSHPOR|ET|D015055|Ácido Carboxiglutâmico gama|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L11836754|PF|S14706107|Y|A27529491||M0023166|D015055|MSHPOR|ET|D015055|Carboxiglutamato-gama|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L11836754|PF|S14706107|Y|A27529491||M0023166|D015055|MSHPOR|ET|D015055|Carboxiglutamato-gama|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L11837587|PF|S14709148|Y|A27752904||M0023166|D015055|MSHPOR|ET|D015055|Ácido Gamacarboxiglutâmico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L11837587|PF|S14709148|Y|A27752904||M0023166|D015055|MSHPOR|ET|D015055|Ácido Gamacarboxiglutâmico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|POR|S|L3334289|PF|S3818829|Y|A27529492||M0023166|D015055|MSHPOR|ET|D015055|Ácido gama-Carboxiglutâmico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|POR|S|L3334289|PF|S3818829|Y|A27529492||M0023166|D015055|MSHPOR|ET|D015055|Ácido gama-Carboxiglutâmico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|RUS|P|L3334700|PF|S3862225|Y|A8009376||M0023166|D015055|MSHRUS|MH|D015055|1-КАРБОКСИГЛУТАМИНОВАЯ КИСЛОТА|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|RUS|P|L3334700|PF|S3862225|Y|A8009376||M0023166|D015055|MSHRUS|MH|D015055|1-КАРБОКСИГЛУТАМИНОВАЯ КИСЛОТА|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|RUS|S|L0889251|PF|S1093068|Y|A13523533||M0023166|D015055|MSHRUS|SY|D015055|1-KARBOKSIGLUTAMINOVAIA KISLOTA|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|RUS|S|L0889251|PF|S1093068|Y|A13523533||M0023166|D015055|MSHRUS|SY|D015055|1-KARBOKSIGLUTAMINOVAIA KISLOTA|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|RUS|S|L1520828|PF|S1816737|Y|A13498395||M0023166|D015055|MSHRUS|SY|D015055|GAMMA-KARBOKSIGLUTAMAT|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|RUS|S|L1520828|PF|S1816737|Y|A13498395||M0023166|D015055|MSHRUS|SY|D015055|GAMMA-KARBOKSIGLUTAMAT|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|RUS|S|L1520829|PF|S1816738|Y|A13510893||M0023166|D015055|MSHRUS|SY|D015055|GAMMA-KARBOKSIGLUTAMINOVAIA KISLOTA|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|RUS|S|L1520829|PF|S1816738|Y|A13510893||M0023166|D015055|MSHRUS|SY|D015055|GAMMA-KARBOKSIGLUTAMINOVAIA KISLOTA|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|RUS|S|L3343714|PF|S3871190|Y|A8018330||M0023166|D015055|MSHRUS|SY|D015055|ГАММА-КАРБОКСИГЛУТАМАТ|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|RUS|S|L3343714|PF|S3871190|Y|A8018330||M0023166|D015055|MSHRUS|SY|D015055|ГАММА-КАРБОКСИГЛУТАМАТ|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|RUS|S|L3343715|PF|S3871191|Y|A8018331||M0023166|D015055|MSHRUS|SY|D015055|ГАММА-КАРБОКСИГЛУТАМИНОВАЯ КИСЛОТА|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|RUS|S|L3343715|PF|S3871191|Y|A8018331||M0023166|D015055|MSHRUS|SY|D015055|ГАММА-КАРБОКСИГЛУТАМИНОВАЯ КИСЛОТА|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|P|L5380064|PF|S6154325|Y|A9223642||M0023166|D015055|MSHSPA|MH|D015055|Ácido 1-Carboxiglutámico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|P|L5380064|PF|S6154325|Y|A9223642||M0023166|D015055|MSHSPA|MH|D015055|Ácido 1-Carboxiglutámico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11840978|PF|S14714170|Y|A27539771||M0023166|D015055|MSHSPA|ET|D015055|Ácido gamma-Carboxiglutámico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11840978|PF|S14714170|Y|A27539771||M0023166|D015055|MSHSPA|ET|D015055|Ácido gamma-Carboxiglutámico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841034|PF|S14712063|Y|A27530853||M0023166|D015055|MSHSPA|ET|D015055|Carboxiglutamato-gamma|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841034|PF|S14712063|Y|A27530853||M0023166|D015055|MSHSPA|ET|D015055|Carboxiglutamato-gamma|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841422|PF|S14712773|Y|A27539770||M0023166|D015055|MSHSPA|ET|D015055|Gammacarboxiglutamato|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841422|PF|S14712773|Y|A27539770||M0023166|D015055|MSHSPA|ET|D015055|Gammacarboxiglutamato|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841590|PF|S14714133|Y|A27665092||M0023166|D015055|MSHSPA|ET|D015055|gamma Carboxiglutamato|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841590|PF|S14714133|Y|A27665092||M0023166|D015055|MSHSPA|ET|D015055|gamma Carboxiglutamato|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841911|PF|S14714163|Y|A27602743||M0023166|D015055|MSHSPA|ET|D015055|Ácido Carboxiglutámico gamma|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841911|PF|S14714163|Y|A27602743||M0023166|D015055|MSHSPA|ET|D015055|Ácido Carboxiglutámico gamma|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841913|PF|S14714166|Y|A27683108||M0023166|D015055|MSHSPA|ET|D015055|Ácido Gammacarboxiglutámico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841913|PF|S14714166|Y|A27683108||M0023166|D015055|MSHSPA|ET|D015055|Ácido Gammacarboxiglutámico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841970|PF|S14712062|Y|A27477166||M0023166|D015055|MSHSPA|ET|D015055|Carboxiglutamato gamma|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11841970|PF|S14712062|Y|A27477166||M0023166|D015055|MSHSPA|ET|D015055|Carboxiglutamato gamma|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11842222|PF|S14714169|Y|A27745338||M0023166|D015055|MSHSPA|ET|D015055|Ácido gamma Carboxiglutámico|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11842222|PF|S14714169|Y|A27745338||M0023166|D015055|MSHSPA|ET|D015055|Ácido gamma Carboxiglutámico|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11842551|PF|S14714164|Y|A27674041||M0023166|D015055|MSHSPA|ET|D015055|Ácido Carboxiglutámico-gamma|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SPA|S|L11842551|PF|S14714164|Y|A27674041||M0023166|D015055|MSHSPA|ET|D015055|Ácido Carboxiglutámico-gamma|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000084|SWE|P|L3419052|PF|S3946561|Y|A11745997||M0023166|D015055|MSHSWE|MH|D015055|1-karboxyglutaminsyra|3|N|||||||||||||||||T116|Amino Acid, Peptide, or Protein|CHEM|Chemicals & Drugs
C0000084|SWE|P|L3419052|PF|S3946561|Y|A11745997||M0023166|D015055|MSHSWE|MH|D015055|1-karboxyglutaminsyra|3|N|||||||||||||||||T123|Biologically Active Substance|CHEM|Chemicals & Drugs
C0000096|CZE|P|L6754303|PF|S7862068|Y|A13046703||M0023168|D015056|MSHCZE|MH|D015056|1-methyl-3-isobutylxanthin|3|N|||||||Q223093|D015056|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000096|CZE|P|L6754303|PF|S7862068|Y|A13046703||M0023168|D015056|MSHCZE|MH|D015056|1-methyl-3-isobutylxanthin|3|N|||||||Q223093|D015056|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000096|CZE|S|L16793019|PF|S20337395|Y|A32645043||M0023168|D015056|MSHCZE|ET|D015056|3-isobutyl-1-methylxanthin|3|N|||||||Q223093|D015056|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000096|CZE|S|L16793019|PF|S20337395|Y|A32645043||M0023168|D015056|MSHCZE|ET|D015056|3-isobutyl-1-methylxanthin|3|N|||||||Q223093|D015056|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
C0000096|CZE|S|L16795872|PF|S20339117|Y|A32643997||M0023168|D015056|MSHCZE|ET|D015056|IBMX|3|N|||||||Q223093|D015056|||||||||T109|Organic Chemical|CHEM|Chemicals & Drugs
C0000096|CZE|S|L16795872|PF|S20339117|Y|A32643997||M0023168|D015056|MSHCZE|ET|D015056|IBMX|3|N|||||||Q223093|D015056|||||||||T121|Pharmacologic Substance|CHEM|Chemicals & Drugs
